[INFO] main.py:40 > Namespace(batchsize=16, batchwise_prompt=False, checkpoint_every_steps=5000, data_dir=None, dataset='cifar100', dist_backend='nccl', dist_url='tcp://127.0.0.1:7009', distributed=True, e_prompt_layer_idx=[0], embedding_key='cls', eval_every_steps=-1, eval_last_only=False, eval_pad_last_batch=False, eval_period=100, eval_task_inc=False, freeze_bn_stats=False, freeze_part=['encoder', 'embedding', 'cls'], gaussian_mode='', gaussian_schedule=False, gpu_transform=True, grad_clip_max_norm=1.0, imp_update_period=1, init_checkpoint=<ml_collections.config_dict.config_dict.FieldReference object at 0x7fa7b405c6d0>, initializer='uniform', input_size=224, learning_rate_schedule='constant', length=10, log_loss_every_steps=3, log_path='results', lr=0.03, m=10, mask_first_epoch=False, memory_epoch=256, memory_size=2000, mode='l2p', model_config=None, model_name='resnet34', multiprocessing_distributed=False, n=50, n_worker=2, norm_01=True, norm_pre_logits=False, note='l2p', num_classes_per_task=10, num_epochs=5, num_eval_steps=-1, num_tasks=5, num_train_steps_per_task=-1, offline_eval=False, online_iter=3.0, optim='adam', per_device_batch_size=16, pool_size=10, predefined_key_path='', prompt_histogram=True, prompt_key=True, prompt_key_init='uniform', prompt_mask_mode=None, prompt_pool=True, pull_constraint=True, pull_constraint_coeff=1.0, recreate_eval=False, reinit_optimizer=True, resize_size=256, reverse_task=False, save_last_ckpt_only=True, save_prompts=False, sched_name='default', seed=1, sgd_momentum=0.9, shared_prompt_key=False, shared_prompt_pool=True, shuffle_buffer_size=10000, stream_batchsize=32, stream_eval_period=10000, subsample_rate=-1, task_specific_cls_token=False, temp_batchsize=None, temperature=1, top_k=4, topk=1, total_class=100, train_mask=True, transforms=['cutmix', 'autoaug'], trial=0, use_amp=False, use_cls_token=True, use_e_prompt=True, use_g_prompt=False, use_prefix_tune_for_e_prompt=False, use_prompt_mask=False, vit_classifier='prompt', warmup_epochs=0, weight_decay=0, weight_norm=False, world_size=4)
[INFO] main.py:49 > Set the device (cuda)
[INFO] main.py:101 > Using train-transforms Compose(
    RandomCrop(size=(224, 224), padding=4)
    RandomHorizontalFlip(p=0.5)
    AutoAugment(policy=AutoAugmentPolicy.CIFAR10, fill=None)
    ConvertImageDtype()
    Normalize(mean=(0.5071, 0.4867, 0.4408), std=(0.2675, 0.2565, 0.2761))
)
[INFO] main.py:111 > [1] Select a CIL method (l2p)
Loaded pretrained weights.
x_embedded_dim 768
[INFO] main.py:117 > [2] Incrementally training 5 tasks

##################################################
# Task 0 iteration
##################################################

[INFO] main.py:130 > [2-1] Prepare a datalist for the current task
[INFO] l2p.py:357 > Train | Sample # 16 | train_loss 4.6629 | train_acc 0.0625 | lr 0.029997 | running_time 0:00:11 | ETA 10:20:44
[INFO] l2p.py:357 > Train | Sample # 2352 | train_loss 3.1444 | train_acc 0.0625 | lr 0.029994 | running_time 0:03:23 | ETA 1:08:51
[INFO] l2p.py:357 > Train | Sample # 2368 | train_loss 3.5028 | train_acc 0.0625 | lr 0.029991 | running_time 0:03:25 | ETA 1:09:03
[INFO] l2p.py:357 > Train | Sample # 2384 | train_loss 3.2381 | train_acc 0.0625 | lr 0.029988 | running_time 0:03:27 | ETA 1:09:00
[INFO] l2p.py:357 > Train | Sample # 2400 | train_loss 3.2529 | train_acc 0.1250 | lr 0.029985 | running_time 0:03:28 | ETA 1:08:50
[INFO] l2p.py:357 > Train | Sample # 2416 | train_loss 3.2323 | train_acc 0.0000 | lr 0.029982 | running_time 0:03:29 | ETA 1:08:55
[INFO] l2p.py:357 > Train | Sample # 2432 | train_loss 2.9160 | train_acc 0.1875 | lr 0.029979 | running_time 0:03:30 | ETA 1:08:44
[INFO] l2p.py:357 > Train | Sample # 2448 | train_loss 3.1614 | train_acc 0.0000 | lr 0.029976 | running_time 0:03:32 | ETA 1:08:42
[INFO] l2p.py:357 > Train | Sample # 2464 | train_loss 3.6172 | train_acc 0.0000 | lr 0.029973 | running_time 0:03:32 | ETA 1:08:26
[INFO] l2p.py:357 > Train | Sample # 2480 | train_loss 2.8926 | train_acc 0.2500 | lr 0.029970 | running_time 0:03:34 | ETA 1:08:21
[INFO] l2p.py:357 > Train | Sample # 2496 | train_loss 3.6967 | train_acc 0.0000 | lr 0.029997 | running_time 0:03:35 | ETA 1:08:17
[INFO] l2p.py:357 > Train | Sample # 2512 | train_loss 3.5995 | train_acc 0.1250 | lr 0.029994 | running_time 0:03:36 | ETA 1:08:14
[INFO] l2p.py:357 > Train | Sample # 2528 | train_loss 3.0872 | train_acc 0.0625 | lr 0.029991 | running_time 0:03:37 | ETA 1:08:06
[INFO] l2p.py:357 > Train | Sample # 2544 | train_loss 2.9856 | train_acc 0.0625 | lr 0.029988 | running_time 0:03:38 | ETA 1:08:04
[INFO] l2p.py:357 > Train | Sample # 2560 | train_loss 3.8985 | train_acc 0.0625 | lr 0.029985 | running_time 0:03:40 | ETA 1:08:02
[INFO] l2p.py:357 > Train | Sample # 2576 | train_loss 3.1759 | train_acc 0.0625 | lr 0.029982 | running_time 0:03:41 | ETA 1:08:00
[INFO] l2p.py:357 > Train | Sample # 2592 | train_loss 3.1657 | train_acc 0.1875 | lr 0.029979 | running_time 0:03:43 | ETA 1:08:05
[INFO] l2p.py:357 > Train | Sample # 2608 | train_loss 3.4189 | train_acc 0.0625 | lr 0.029976 | running_time 0:03:44 | ETA 1:07:56
[INFO] l2p.py:357 > Train | Sample # 2624 | train_loss 3.9325 | train_acc 0.0000 | lr 0.029997 | running_time 0:03:46 | ETA 1:08:02
[INFO] l2p.py:357 > Train | Sample # 2640 | train_loss 3.3310 | train_acc 0.0625 | lr 0.029994 | running_time 0:03:47 | ETA 1:08:00
[INFO] l2p.py:357 > Train | Sample # 2656 | train_loss 3.9239 | train_acc 0.0000 | lr 0.029991 | running_time 0:03:48 | ETA 1:07:58
[INFO] l2p.py:357 > Train | Sample # 2672 | train_loss 3.0602 | train_acc 0.1250 | lr 0.029988 | running_time 0:03:49 | ETA 1:07:49
[INFO] l2p.py:357 > Train | Sample # 2688 | train_loss 3.1596 | train_acc 0.0625 | lr 0.029985 | running_time 0:03:51 | ETA 1:07:49
[INFO] l2p.py:357 > Train | Sample # 2704 | train_loss 3.4913 | train_acc 0.0625 | lr 0.029982 | running_time 0:03:52 | ETA 1:07:53
[INFO] l2p.py:357 > Train | Sample # 2720 | train_loss 3.2886 | train_acc 0.0000 | lr 0.029979 | running_time 0:03:53 | ETA 1:07:44
[INFO] l2p.py:357 > Train | Sample # 2736 | train_loss 3.3451 | train_acc 0.1250 | lr 0.029976 | running_time 0:03:55 | ETA 1:07:42
[INFO] l2p.py:357 > Train | Sample # 2752 | train_loss 3.5414 | train_acc 0.0625 | lr 0.029973 | running_time 0:03:56 | ETA 1:07:40
[INFO] l2p.py:357 > Train | Sample # 2768 | train_loss 4.0565 | train_acc 0.1250 | lr 0.029970 | running_time 0:03:58 | ETA 1:07:45
[INFO] l2p.py:357 > Train | Sample # 2784 | train_loss 3.1256 | train_acc 0.0625 | lr 0.029967 | running_time 0:03:59 | ETA 1:07:37
[INFO] l2p.py:357 > Train | Sample # 2800 | train_loss 3.3308 | train_acc 0.0625 | lr 0.029964 | running_time 0:04:00 | ETA 1:07:41
[INFO] l2p.py:357 > Train | Sample # 2816 | train_loss 3.7281 | train_acc 0.0000 | lr 0.029997 | running_time 0:04:01 | ETA 1:07:33
[INFO] l2p.py:357 > Train | Sample # 2832 | train_loss 3.5854 | train_acc 0.0000 | lr 0.029994 | running_time 0:04:03 | ETA 1:07:37
[INFO] l2p.py:357 > Train | Sample # 2848 | train_loss 3.1893 | train_acc 0.1250 | lr 0.029991 | running_time 0:04:04 | ETA 1:07:36
[INFO] l2p.py:357 > Train | Sample # 2864 | train_loss 3.3482 | train_acc 0.1250 | lr 0.029988 | running_time 0:04:05 | ETA 1:07:27
[INFO] l2p.py:357 > Train | Sample # 2880 | train_loss 3.2050 | train_acc 0.0000 | lr 0.029985 | running_time 0:04:07 | ETA 1:07:32
[INFO] l2p.py:357 > Train | Sample # 2896 | train_loss 3.0126 | train_acc 0.1875 | lr 0.029982 | running_time 0:04:09 | ETA 1:07:30
[INFO] l2p.py:357 > Train | Sample # 2912 | train_loss 3.0541 | train_acc 0.0625 | lr 0.029979 | running_time 0:04:10 | ETA 1:07:28
[INFO] l2p.py:357 > Train | Sample # 2928 | train_loss 4.0783 | train_acc 0.0625 | lr 0.029976 | running_time 0:04:11 | ETA 1:07:27
[INFO] l2p.py:357 > Train | Sample # 2944 | train_loss 3.4270 | train_acc 0.0625 | lr 0.029973 | running_time 0:04:13 | ETA 1:07:25
[INFO] l2p.py:357 > Train | Sample # 2960 | train_loss 3.0212 | train_acc 0.0625 | lr 0.029970 | running_time 0:04:14 | ETA 1:07:23
[INFO] l2p.py:357 > Train | Sample # 2976 | train_loss 3.7694 | train_acc 0.0625 | lr 0.029967 | running_time 0:04:15 | ETA 1:07:15
[INFO] l2p.py:357 > Train | Sample # 2992 | train_loss 3.3339 | train_acc 0.0000 | lr 0.029964 | running_time 0:04:16 | ETA 1:07:13
[INFO] l2p.py:357 > Train | Sample # 3008 | train_loss 3.5281 | train_acc 0.0625 | lr 0.029961 | running_time 0:04:18 | ETA 1:07:17
[INFO] l2p.py:357 > Train | Sample # 3024 | train_loss 3.2190 | train_acc 0.0000 | lr 0.029958 | running_time 0:04:19 | ETA 1:07:15
[INFO] l2p.py:357 > Train | Sample # 3040 | train_loss 3.0982 | train_acc 0.1250 | lr 0.029955 | running_time 0:04:20 | ETA 1:07:07
[INFO] l2p.py:357 > Train | Sample # 3056 | train_loss 3.0607 | train_acc 0.0625 | lr 0.029952 | running_time 0:04:22 | ETA 1:07:07
[INFO] l2p.py:357 > Train | Sample # 3072 | train_loss 3.3103 | train_acc 0.0625 | lr 0.029949 | running_time 0:04:23 | ETA 1:07:04
[INFO] l2p.py:357 > Train | Sample # 3088 | train_loss 3.6543 | train_acc 0.0000 | lr 0.029946 | running_time 0:04:25 | ETA 1:07:08
[INFO] l2p.py:357 > Train | Sample # 3104 | train_loss 3.2129 | train_acc 0.0000 | lr 0.029943 | running_time 0:04:26 | ETA 1:07:06
[INFO] l2p.py:357 > Train | Sample # 3120 | train_loss 3.6760 | train_acc 0.0625 | lr 0.029940 | running_time 0:04:27 | ETA 1:06:59
[INFO] l2p.py:357 > Train | Sample # 3136 | train_loss 3.9168 | train_acc 0.0000 | lr 0.029997 | running_time 0:04:28 | ETA 1:06:57
[INFO] l2p.py:357 > Train | Sample # 3152 | train_loss 3.4503 | train_acc 0.0000 | lr 0.029994 | running_time 0:04:30 | ETA 1:06:55
[INFO] l2p.py:357 > Train | Sample # 3168 | train_loss 3.1249 | train_acc 0.0625 | lr 0.029991 | running_time 0:04:31 | ETA 1:06:59
[INFO] l2p.py:357 > Train | Sample # 3184 | train_loss 3.4216 | train_acc 0.0000 | lr 0.029988 | running_time 0:04:32 | ETA 1:06:52
[INFO] l2p.py:357 > Train | Sample # 3200 | train_loss 3.3599 | train_acc 0.0000 | lr 0.029985 | running_time 0:04:34 | ETA 1:06:50
[INFO] l2p.py:357 > Train | Sample # 3216 | train_loss 3.0432 | train_acc 0.0000 | lr 0.029982 | running_time 0:04:35 | ETA 1:06:48
[INFO] l2p.py:357 > Train | Sample # 3232 | train_loss 3.6226 | train_acc 0.1250 | lr 0.029979 | running_time 0:04:37 | ETA 1:06:52
[INFO] l2p.py:357 > Train | Sample # 3248 | train_loss 3.7877 | train_acc 0.0625 | lr 0.029976 | running_time 0:04:38 | ETA 1:06:50
[INFO] l2p.py:357 > Train | Sample # 3264 | train_loss 3.5419 | train_acc 0.0000 | lr 0.029973 | running_time 0:04:39 | ETA 1:06:49
[INFO] l2p.py:357 > Train | Sample # 3280 | train_loss 3.1066 | train_acc 0.0000 | lr 0.029970 | running_time 0:04:41 | ETA 1:06:47
[INFO] l2p.py:357 > Train | Sample # 3296 | train_loss 3.7875 | train_acc 0.0625 | lr 0.029967 | running_time 0:04:42 | ETA 1:06:45
[INFO] l2p.py:357 > Train | Sample # 3312 | train_loss 3.5710 | train_acc 0.1875 | lr 0.029964 | running_time 0:04:43 | ETA 1:06:38
[INFO] l2p.py:357 > Train | Sample # 3328 | train_loss 3.7031 | train_acc 0.0000 | lr 0.029961 | running_time 0:04:45 | ETA 1:06:42
[INFO] l2p.py:357 > Train | Sample # 3344 | train_loss 4.4366 | train_acc 0.0625 | lr 0.029958 | running_time 0:04:46 | ETA 1:06:34
[INFO] l2p.py:357 > Train | Sample # 3360 | train_loss 3.6230 | train_acc 0.0625 | lr 0.029955 | running_time 0:04:47 | ETA 1:06:33
[INFO] l2p.py:357 > Train | Sample # 3376 | train_loss 3.5010 | train_acc 0.0625 | lr 0.029952 | running_time 0:04:49 | ETA 1:06:31
[INFO] l2p.py:357 > Train | Sample # 3392 | train_loss 3.4759 | train_acc 0.0625 | lr 0.029949 | running_time 0:04:50 | ETA 1:06:35
[INFO] l2p.py:357 > Train | Sample # 3408 | train_loss 3.8701 | train_acc 0.0000 | lr 0.029946 | running_time 0:04:51 | ETA 1:06:28
[INFO] l2p.py:357 > Train | Sample # 3424 | train_loss 3.0905 | train_acc 0.0625 | lr 0.029943 | running_time 0:04:53 | ETA 1:06:31
[INFO] l2p.py:357 > Train | Sample # 3440 | train_loss 3.4400 | train_acc 0.1250 | lr 0.029940 | running_time 0:04:54 | ETA 1:06:24
[INFO] l2p.py:357 > Train | Sample # 3456 | train_loss 3.2595 | train_acc 0.0000 | lr 0.029937 | running_time 0:04:56 | ETA 1:06:28
[INFO] l2p.py:357 > Train | Sample # 3472 | train_loss 3.3128 | train_acc 0.0000 | lr 0.029934 | running_time 0:04:57 | ETA 1:06:21
[INFO] l2p.py:357 > Train | Sample # 3488 | train_loss 3.7169 | train_acc 0.0625 | lr 0.029931 | running_time 0:04:58 | ETA 1:06:19
[INFO] l2p.py:357 > Train | Sample # 3504 | train_loss 3.2307 | train_acc 0.0000 | lr 0.029928 | running_time 0:04:59 | ETA 1:06:14
[INFO] l2p.py:357 > Train | Sample # 3520 | train_loss 3.1486 | train_acc 0.0000 | lr 0.029925 | running_time 0:05:00 | ETA 1:06:12
[INFO] l2p.py:357 > Train | Sample # 3536 | train_loss 3.3164 | train_acc 0.1250 | lr 0.029922 | running_time 0:05:02 | ETA 1:06:19
[INFO] l2p.py:357 > Train | Sample # 3552 | train_loss 3.5270 | train_acc 0.0000 | lr 0.029919 | running_time 0:05:04 | ETA 1:06:18
[INFO] l2p.py:357 > Train | Sample # 3568 | train_loss 3.2283 | train_acc 0.0625 | lr 0.029916 | running_time 0:05:05 | ETA 1:06:17
[INFO] l2p.py:357 > Train | Sample # 3584 | train_loss 3.2090 | train_acc 0.0000 | lr 0.029913 | running_time 0:05:06 | ETA 1:06:10
[INFO] l2p.py:357 > Train | Sample # 3600 | train_loss 3.1044 | train_acc 0.0000 | lr 0.029910 | running_time 0:05:07 | ETA 1:06:02
[INFO] l2p.py:357 > Train | Sample # 3616 | train_loss 3.2186 | train_acc 0.1250 | lr 0.029907 | running_time 0:05:08 | ETA 1:05:56
[INFO] l2p.py:357 > Train | Sample # 3632 | train_loss 3.4450 | train_acc 0.0625 | lr 0.029904 | running_time 0:05:09 | ETA 1:05:51
[INFO] l2p.py:357 > Train | Sample # 3648 | train_loss 3.1109 | train_acc 0.0000 | lr 0.029901 | running_time 0:05:10 | ETA 1:05:44
[INFO] l2p.py:357 > Train | Sample # 3664 | train_loss 3.0956 | train_acc 0.0000 | lr 0.029898 | running_time 0:05:11 | ETA 1:05:45
[INFO] l2p.py:357 > Train | Sample # 3680 | train_loss 3.5355 | train_acc 0.0000 | lr 0.029895 | running_time 0:05:13 | ETA 1:05:48
[INFO] l2p.py:357 > Train | Sample # 3696 | train_loss 3.0619 | train_acc 0.0000 | lr 0.029892 | running_time 0:05:15 | ETA 1:05:46
[INFO] l2p.py:357 > Train | Sample # 3712 | train_loss 3.0782 | train_acc 0.1250 | lr 0.029889 | running_time 0:05:16 | ETA 1:05:45
[INFO] l2p.py:357 > Train | Sample # 3728 | train_loss 3.4843 | train_acc 0.0625 | lr 0.029886 | running_time 0:05:17 | ETA 1:05:39
[INFO] l2p.py:357 > Train | Sample # 3744 | train_loss 3.1947 | train_acc 0.0000 | lr 0.029883 | running_time 0:05:18 | ETA 1:05:37
[INFO] l2p.py:357 > Train | Sample # 3760 | train_loss 4.1615 | train_acc 0.0000 | lr 0.029880 | running_time 0:05:19 | ETA 1:05:32
[INFO] l2p.py:357 > Train | Sample # 3776 | train_loss 3.4913 | train_acc 0.0000 | lr 0.029877 | running_time 0:05:20 | ETA 1:05:25
[INFO] l2p.py:357 > Train | Sample # 3792 | train_loss 3.5421 | train_acc 0.0000 | lr 0.029874 | running_time 0:05:21 | ETA 1:05:14
[INFO] l2p.py:357 > Train | Sample # 3808 | train_loss 3.6661 | train_acc 0.0625 | lr 0.029871 | running_time 0:05:22 | ETA 1:05:07
[INFO] l2p.py:357 > Train | Sample # 3824 | train_loss 3.6786 | train_acc 0.0000 | lr 0.029868 | running_time 0:05:23 | ETA 1:05:02
[INFO] l2p.py:357 > Train | Sample # 3840 | train_loss 3.4353 | train_acc 0.0625 | lr 0.029865 | running_time 0:05:24 | ETA 1:04:55
[INFO] l2p.py:357 > Train | Sample # 3856 | train_loss 3.1975 | train_acc 0.1250 | lr 0.029862 | running_time 0:05:25 | ETA 1:04:54
[INFO] l2p.py:357 > Train | Sample # 3872 | train_loss 3.6654 | train_acc 0.0625 | lr 0.029997 | running_time 0:05:27 | ETA 1:04:57
[INFO] l2p.py:357 > Train | Sample # 3888 | train_loss 3.3612 | train_acc 0.0000 | lr 0.029994 | running_time 0:05:28 | ETA 1:04:56
[INFO] l2p.py:357 > Train | Sample # 3904 | train_loss 3.5749 | train_acc 0.1250 | lr 0.029991 | running_time 0:05:29 | ETA 1:04:50
[INFO] l2p.py:357 > Train | Sample # 3920 | train_loss 3.3491 | train_acc 0.0000 | lr 0.029988 | running_time 0:05:31 | ETA 1:04:53
[INFO] l2p.py:357 > Train | Sample # 3936 | train_loss 3.3814 | train_acc 0.0625 | lr 0.029985 | running_time 0:05:31 | ETA 1:04:43
[INFO] l2p.py:357 > Train | Sample # 3952 | train_loss 3.5278 | train_acc 0.0625 | lr 0.029997 | running_time 0:05:33 | ETA 1:04:50
[INFO] l2p.py:357 > Train | Sample # 3968 | train_loss 2.9539 | train_acc 0.0625 | lr 0.029994 | running_time 0:05:35 | ETA 1:04:49
[INFO] l2p.py:357 > Train | Sample # 3984 | train_loss 3.4377 | train_acc 0.0625 | lr 0.029991 | running_time 0:05:36 | ETA 1:04:47
[INFO] l2p.py:357 > Train | Sample # 4000 | train_loss 3.7767 | train_acc 0.1250 | lr 0.029988 | running_time 0:05:37 | ETA 1:04:41
[INFO] l2p.py:357 > Train | Sample # 4016 | train_loss 3.3671 | train_acc 0.0625 | lr 0.029985 | running_time 0:05:38 | ETA 1:04:41
[INFO] l2p.py:357 > Train | Sample # 4032 | train_loss 3.4102 | train_acc 0.0000 | lr 0.029982 | running_time 0:05:40 | ETA 1:04:39
[INFO] l2p.py:357 > Train | Sample # 4048 | train_loss 3.2685 | train_acc 0.1250 | lr 0.029979 | running_time 0:05:41 | ETA 1:04:37
[INFO] l2p.py:357 > Train | Sample # 4064 | train_loss 3.5192 | train_acc 0.0000 | lr 0.029976 | running_time 0:05:43 | ETA 1:04:40
[INFO] l2p.py:357 > Train | Sample # 4080 | train_loss 3.1498 | train_acc 0.0000 | lr 0.029973 | running_time 0:05:44 | ETA 1:04:39
[INFO] l2p.py:357 > Train | Sample # 4096 | train_loss 3.3379 | train_acc 0.0625 | lr 0.029970 | running_time 0:05:46 | ETA 1:04:38
[INFO] l2p.py:357 > Train | Sample # 4112 | train_loss 3.1813 | train_acc 0.0625 | lr 0.029967 | running_time 0:05:47 | ETA 1:04:36
[INFO] l2p.py:357 > Train | Sample # 4128 | train_loss 3.1664 | train_acc 0.0000 | lr 0.029964 | running_time 0:05:48 | ETA 1:04:35
[INFO] l2p.py:357 > Train | Sample # 4144 | train_loss 3.4711 | train_acc 0.0000 | lr 0.029961 | running_time 0:05:50 | ETA 1:04:33
[INFO] l2p.py:357 > Train | Sample # 4160 | train_loss 3.1785 | train_acc 0.0625 | lr 0.029958 | running_time 0:05:51 | ETA 1:04:28
[INFO] l2p.py:357 > Train | Sample # 4176 | train_loss 3.6444 | train_acc 0.0625 | lr 0.029955 | running_time 0:05:52 | ETA 1:04:30
[INFO] l2p.py:357 > Train | Sample # 4192 | train_loss 3.2334 | train_acc 0.0625 | lr 0.029952 | running_time 0:05:53 | ETA 1:04:25
[INFO] l2p.py:357 > Train | Sample # 4208 | train_loss 3.0682 | train_acc 0.0625 | lr 0.029949 | running_time 0:05:55 | ETA 1:04:23
[INFO] l2p.py:357 > Train | Sample # 4224 | train_loss 4.0768 | train_acc 0.0000 | lr 0.029946 | running_time 0:05:56 | ETA 1:04:26
[INFO] l2p.py:357 > Train | Sample # 4240 | train_loss 3.2411 | train_acc 0.0000 | lr 0.029943 | running_time 0:05:58 | ETA 1:04:25
[INFO] l2p.py:357 > Train | Sample # 4256 | train_loss 3.2861 | train_acc 0.1250 | lr 0.029940 | running_time 0:05:58 | ETA 1:04:16
[INFO] l2p.py:357 > Train | Sample # 4272 | train_loss 3.3347 | train_acc 0.1250 | lr 0.029937 | running_time 0:06:00 | ETA 1:04:22
[INFO] l2p.py:357 > Train | Sample # 4288 | train_loss 3.3991 | train_acc 0.0625 | lr 0.029934 | running_time 0:06:02 | ETA 1:04:21
[INFO] l2p.py:357 > Train | Sample # 4304 | train_loss 3.0237 | train_acc 0.1875 | lr 0.029931 | running_time 0:06:03 | ETA 1:04:15
[INFO] l2p.py:357 > Train | Sample # 4320 | train_loss 3.0492 | train_acc 0.1875 | lr 0.029928 | running_time 0:06:04 | ETA 1:04:18
[INFO] l2p.py:357 > Train | Sample # 4336 | train_loss 3.2318 | train_acc 0.1875 | lr 0.029925 | running_time 0:06:06 | ETA 1:04:16
[INFO] l2p.py:357 > Train | Sample # 4352 | train_loss 3.0056 | train_acc 0.0625 | lr 0.029922 | running_time 0:06:07 | ETA 1:04:11
[INFO] l2p.py:357 > Train | Sample # 4368 | train_loss 3.4319 | train_acc 0.0000 | lr 0.029919 | running_time 0:06:08 | ETA 1:04:13
[INFO] l2p.py:357 > Train | Sample # 4384 | train_loss 3.9762 | train_acc 0.0000 | lr 0.029916 | running_time 0:06:10 | ETA 1:04:12
[INFO] l2p.py:357 > Train | Sample # 4400 | train_loss 3.3755 | train_acc 0.0625 | lr 0.029913 | running_time 0:06:11 | ETA 1:04:11
[INFO] l2p.py:357 > Train | Sample # 4416 | train_loss 3.7212 | train_acc 0.0000 | lr 0.029910 | running_time 0:06:12 | ETA 1:04:05
[INFO] l2p.py:357 > Train | Sample # 4432 | train_loss 3.5314 | train_acc 0.0000 | lr 0.029907 | running_time 0:06:14 | ETA 1:04:08
[INFO] l2p.py:357 > Train | Sample # 4448 | train_loss 3.3426 | train_acc 0.1250 | lr 0.029997 | running_time 0:06:15 | ETA 1:04:03
[INFO] l2p.py:357 > Train | Sample # 4464 | train_loss 3.4825 | train_acc 0.1875 | lr 0.029994 | running_time 0:06:16 | ETA 1:04:01
[INFO] l2p.py:357 > Train | Sample # 4480 | train_loss 3.2181 | train_acc 0.0625 | lr 0.029991 | running_time 0:06:18 | ETA 1:04:04
[INFO] l2p.py:357 > Train | Sample # 4496 | train_loss 3.3394 | train_acc 0.1250 | lr 0.029988 | running_time 0:06:19 | ETA 1:03:59
[INFO] l2p.py:357 > Train | Sample # 4512 | train_loss 3.3432 | train_acc 0.0000 | lr 0.029985 | running_time 0:06:20 | ETA 1:03:57
[INFO] l2p.py:357 > Train | Sample # 4528 | train_loss 3.2501 | train_acc 0.0000 | lr 0.029982 | running_time 0:06:22 | ETA 1:03:56
[INFO] l2p.py:357 > Train | Sample # 4544 | train_loss 3.4291 | train_acc 0.0625 | lr 0.029979 | running_time 0:06:23 | ETA 1:03:54
[INFO] l2p.py:357 > Train | Sample # 4560 | train_loss 3.4483 | train_acc 0.0625 | lr 0.029976 | running_time 0:06:25 | ETA 1:03:57
[INFO] l2p.py:357 > Train | Sample # 4576 | train_loss 3.6726 | train_acc 0.0625 | lr 0.029973 | running_time 0:06:26 | ETA 1:03:52
[INFO] l2p.py:357 > Train | Sample # 4592 | train_loss 3.3296 | train_acc 0.0625 | lr 0.029970 | running_time 0:06:27 | ETA 1:03:47
[INFO] l2p.py:357 > Train | Sample # 4608 | train_loss 3.1074 | train_acc 0.0000 | lr 0.029967 | running_time 0:06:29 | ETA 1:03:52
[INFO] l2p.py:357 > Train | Sample # 4624 | train_loss 3.1999 | train_acc 0.0000 | lr 0.029964 | running_time 0:06:30 | ETA 1:03:47
[INFO] l2p.py:357 > Train | Sample # 4640 | train_loss 3.1452 | train_acc 0.0000 | lr 0.029961 | running_time 0:06:31 | ETA 1:03:50
[INFO] l2p.py:357 > Train | Sample # 4656 | train_loss 3.0359 | train_acc 0.0000 | lr 0.029958 | running_time 0:06:32 | ETA 1:03:44
[INFO] l2p.py:357 > Train | Sample # 4672 | train_loss 3.0593 | train_acc 0.0000 | lr 0.029955 | running_time 0:06:34 | ETA 1:03:47
[INFO] l2p.py:357 > Train | Sample # 4688 | train_loss 3.1709 | train_acc 0.0000 | lr 0.029952 | running_time 0:06:35 | ETA 1:03:45
[INFO] l2p.py:357 > Train | Sample # 4704 | train_loss 3.0259 | train_acc 0.0000 | lr 0.029949 | running_time 0:06:37 | ETA 1:03:44
[INFO] l2p.py:357 > Train | Sample # 4720 | train_loss 3.2093 | train_acc 0.0000 | lr 0.029946 | running_time 0:06:38 | ETA 1:03:43
[INFO] l2p.py:357 > Train | Sample # 4736 | train_loss 3.4362 | train_acc 0.0000 | lr 0.029943 | running_time 0:06:39 | ETA 1:03:42
[INFO] l2p.py:357 > Train | Sample # 4752 | train_loss 3.5044 | train_acc 0.1250 | lr 0.029940 | running_time 0:06:41 | ETA 1:03:40
[INFO] l2p.py:357 > Train | Sample # 4768 | train_loss 2.9089 | train_acc 0.0625 | lr 0.029937 | running_time 0:06:42 | ETA 1:03:39
[INFO] l2p.py:357 > Train | Sample # 4784 | train_loss 3.2711 | train_acc 0.0000 | lr 0.029934 | running_time 0:06:43 | ETA 1:03:34
[INFO] l2p.py:357 > Train | Sample # 4800 | train_loss 3.1547 | train_acc 0.0625 | lr 0.029931 | running_time 0:06:44 | ETA 1:03:32
[INFO] l2p.py:357 > Train | Sample # 4816 | train_loss 4.0880 | train_acc 0.0000 | lr 0.029928 | running_time 0:06:45 | ETA 1:03:28
[INFO] l2p.py:357 > Train | Sample # 4832 | train_loss 3.0761 | train_acc 0.0000 | lr 0.029925 | running_time 0:06:47 | ETA 1:03:33
[INFO] l2p.py:357 > Train | Sample # 4848 | train_loss 3.1501 | train_acc 0.0000 | lr 0.029922 | running_time 0:06:49 | ETA 1:03:32
[INFO] l2p.py:357 > Train | Sample # 4864 | train_loss 3.4245 | train_acc 0.1250 | lr 0.029919 | running_time 0:06:50 | ETA 1:03:30
[INFO] l2p.py:357 > Train | Sample # 4880 | train_loss 3.1768 | train_acc 0.0625 | lr 0.029916 | running_time 0:06:51 | ETA 1:03:25
[INFO] l2p.py:357 > Train | Sample # 4896 | train_loss 3.3597 | train_acc 0.0625 | lr 0.029913 | running_time 0:06:52 | ETA 1:03:24
