[INFO] main.py:40 > Namespace(batchsize=16, batchwise_prompt=False, checkpoint_every_steps=5000, data_dir=None, dataset='cifar100', dist_backend='nccl', dist_url='tcp://127.0.0.1:7009', distributed=True, e_prompt_layer_idx=[0], embedding_key='cls', eval_every_steps=-1, eval_last_only=False, eval_pad_last_batch=False, eval_period=100, eval_task_inc=False, freeze_bn_stats=False, freeze_part=['encoder', 'embedding', 'cls'], gaussian_mode='', gaussian_schedule=False, gpu_transform=True, grad_clip_max_norm=1.0, imp_update_period=1, init_checkpoint=<ml_collections.config_dict.config_dict.FieldReference object at 0x7f942c061590>, initializer='uniform', input_size=224, learning_rate_schedule='constant', length=10, log_loss_every_steps=3, log_path='results', lr=0.0003, m=10, mask_first_epoch=False, memory_epoch=256, memory_size=2000, mode='l2p', model_config=None, model_name='resnet34', multiprocessing_distributed=True, n=50, n_worker=2, norm_01=True, norm_pre_logits=False, note='l2p', num_classes_per_task=10, num_epochs=5, num_eval_steps=-1, num_tasks=5, num_train_steps_per_task=-1, offline_eval=False, online_iter=3.0, optim='adam', per_device_batch_size=16, pool_size=10, predefined_key_path='', prompt_histogram=True, prompt_key=True, prompt_key_init='uniform', prompt_mask_mode=None, prompt_pool=True, pull_constraint=True, pull_constraint_coeff=1.0, recreate_eval=False, reinit_optimizer=True, resize_size=256, reverse_task=False, save_last_ckpt_only=True, save_prompts=False, sched_name='default', seed=1, sgd_momentum=0.9, shared_prompt_key=False, shared_prompt_pool=True, shuffle_buffer_size=10000, stream_batchsize=32, stream_eval_period=10000, subsample_rate=-1, task_specific_cls_token=False, temp_batchsize=None, temperature=1, top_k=4, topk=1, total_class=100, train_mask=True, transforms=['cutmix', 'autoaug'], trial=0, use_amp=False, use_cls_token=True, use_e_prompt=True, use_g_prompt=False, use_prefix_tune_for_e_prompt=False, use_prompt_mask=False, vit_classifier='prompt', warmup_epochs=0, weight_decay=0, weight_norm=False, world_size=4)
[INFO] main.py:49 > Set the device (cuda)
[INFO] main.py:101 > Using train-transforms Compose(
    RandomCrop(size=(224, 224), padding=4)
    RandomHorizontalFlip(p=0.5)
    AutoAugment(policy=AutoAugmentPolicy.CIFAR10, fill=None)
    ConvertImageDtype()
    Normalize(mean=(0.5071, 0.4867, 0.4408), std=(0.2675, 0.2565, 0.2761))
)
[INFO] main.py:111 > [1] Select a CIL method (l2p)
Loaded pretrained weights.
x_embedded_dim 768
[INFO] main.py:117 > [2] Incrementally training 5 tasks

##################################################
# Task 0 iteration
##################################################

[INFO] main.py:130 > [2-1] Prepare a datalist for the current task
[INFO] l2p.py:345 > Train | Sample # 16 | train_loss 4.6629 | train_acc 0.0625 | lr 0.000300 | running_time 0:00:11 | ETA 10:22:24
[INFO] l2p.py:499 > Task 0 | Epoch 28/256 | train_loss 3.1778 | train_acc 0.0577 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 29/256 | train_loss 3.1703 | train_acc 0.0658 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 30/256 | train_loss 3.1646 | train_acc 0.0703 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 31/256 | train_loss 3.1593 | train_acc 0.0653 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 32/256 | train_loss 3.1633 | train_acc 0.0653 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 33/256 | train_loss 3.2095 | train_acc 0.0587 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 34/256 | train_loss 3.2013 | train_acc 0.0628 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 35/256 | train_loss 3.2150 | train_acc 0.0622 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 36/256 | train_loss 3.2090 | train_acc 0.0622 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 37/256 | train_loss 3.2027 | train_acc 0.0567 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 38/256 | train_loss 3.1986 | train_acc 0.0663 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 39/256 | train_loss 3.1912 | train_acc 0.0557 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 40/256 | train_loss 3.1890 | train_acc 0.0668 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 41/256 | train_loss 3.1932 | train_acc 0.0532 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 42/256 | train_loss 3.1908 | train_acc 0.0527 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 43/256 | train_loss 3.1878 | train_acc 0.0607 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 44/256 | train_loss 3.1903 | train_acc 0.0562 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 45/256 | train_loss 3.1827 | train_acc 0.0658 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 46/256 | train_loss 3.1811 | train_acc 0.0602 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 47/256 | train_loss 3.1794 | train_acc 0.0713 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 48/256 | train_loss 3.1755 | train_acc 0.0622 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 49/256 | train_loss 3.1777 | train_acc 0.0597 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 50/256 | train_loss 3.1777 | train_acc 0.0552 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 51/256 | train_loss 3.1771 | train_acc 0.0532 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 52/256 | train_loss 3.1776 | train_acc 0.0612 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 53/256 | train_loss 3.1731 | train_acc 0.0517 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 54/256 | train_loss 3.1712 | train_acc 0.0567 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 55/256 | train_loss 3.1689 | train_acc 0.0628 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 56/256 | train_loss 3.1650 | train_acc 0.0648 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 57/256 | train_loss 3.1661 | train_acc 0.0673 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 58/256 | train_loss 3.1644 | train_acc 0.0532 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 59/256 | train_loss 3.1594 | train_acc 0.0693 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 60/256 | train_loss 3.1703 | train_acc 0.0628 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 61/256 | train_loss 3.1587 | train_acc 0.0582 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 62/256 | train_loss 3.1574 | train_acc 0.0678 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 63/256 | train_loss 3.1600 | train_acc 0.0723 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 64/256 | train_loss 3.1512 | train_acc 0.0708 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 65/256 | train_loss 3.1940 | train_acc 0.0607 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 66/256 | train_loss 3.1974 | train_acc 0.0522 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 67/256 | train_loss 3.2011 | train_acc 0.0577 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 68/256 | train_loss 3.1902 | train_acc 0.0567 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 69/256 | train_loss 3.1980 | train_acc 0.0628 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 70/256 | train_loss 3.1994 | train_acc 0.0567 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 71/256 | train_loss 3.1866 | train_acc 0.0658 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 72/256 | train_loss 3.1968 | train_acc 0.0557 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 73/256 | train_loss 3.1862 | train_acc 0.0607 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 74/256 | train_loss 3.1885 | train_acc 0.0582 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 75/256 | train_loss 3.1816 | train_acc 0.0663 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 76/256 | train_loss 3.1903 | train_acc 0.0612 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 77/256 | train_loss 3.1845 | train_acc 0.0562 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 78/256 | train_loss 3.1867 | train_acc 0.0622 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 79/256 | train_loss 3.1798 | train_acc 0.0572 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 80/256 | train_loss 3.1755 | train_acc 0.0607 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 81/256 | train_loss 3.1787 | train_acc 0.0628 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 82/256 | train_loss 3.1797 | train_acc 0.0597 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 83/256 | train_loss 3.1840 | train_acc 0.0612 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 84/256 | train_loss 3.1848 | train_acc 0.0562 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 85/256 | train_loss 3.1701 | train_acc 0.0683 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 86/256 | train_loss 3.1666 | train_acc 0.0658 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 87/256 | train_loss 3.1819 | train_acc 0.0602 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 88/256 | train_loss 3.1720 | train_acc 0.0638 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 89/256 | train_loss 3.1826 | train_acc 0.0648 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 90/256 | train_loss 3.1696 | train_acc 0.0638 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 91/256 | train_loss 3.1743 | train_acc 0.0648 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 92/256 | train_loss 3.1747 | train_acc 0.0648 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 93/256 | train_loss 3.1725 | train_acc 0.0562 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 94/256 | train_loss 3.1718 | train_acc 0.0638 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 95/256 | train_loss 3.1671 | train_acc 0.0622 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 96/256 | train_loss 3.1728 | train_acc 0.0597 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 97/256 | train_loss 3.1767 | train_acc 0.0622 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 98/256 | train_loss 3.1702 | train_acc 0.0773 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 99/256 | train_loss 3.1675 | train_acc 0.0698 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 100/256 | train_loss 3.1707 | train_acc 0.0617 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 101/256 | train_loss 3.1710 | train_acc 0.0582 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 102/256 | train_loss 3.1654 | train_acc 0.0693 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 103/256 | train_loss 3.1670 | train_acc 0.0612 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 104/256 | train_loss 3.1706 | train_acc 0.0622 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 105/256 | train_loss 3.1702 | train_acc 0.0638 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 106/256 | train_loss 3.1691 | train_acc 0.0653 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 107/256 | train_loss 3.1721 | train_acc 0.0597 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 108/256 | train_loss 3.1709 | train_acc 0.0648 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 109/256 | train_loss 3.1661 | train_acc 0.0617 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 110/256 | train_loss 3.1730 | train_acc 0.0517 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 111/256 | train_loss 3.1629 | train_acc 0.0557 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 112/256 | train_loss 3.1635 | train_acc 0.0733 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 113/256 | train_loss 3.1668 | train_acc 0.0527 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 114/256 | train_loss 3.1578 | train_acc 0.0658 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 115/256 | train_loss 3.1613 | train_acc 0.0703 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 116/256 | train_loss 3.1644 | train_acc 0.0597 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 117/256 | train_loss 3.1645 | train_acc 0.0633 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 118/256 | train_loss 3.1685 | train_acc 0.0688 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 119/256 | train_loss 3.1475 | train_acc 0.0733 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 120/256 | train_loss 3.1579 | train_acc 0.0763 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 121/256 | train_loss 3.1580 | train_acc 0.0648 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 122/256 | train_loss 3.1620 | train_acc 0.0703 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 123/256 | train_loss 3.1625 | train_acc 0.0592 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 124/256 | train_loss 3.1579 | train_acc 0.0628 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 125/256 | train_loss 3.1688 | train_acc 0.0577 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 126/256 | train_loss 3.1546 | train_acc 0.0633 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 127/256 | train_loss 3.1721 | train_acc 0.0668 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 128/256 | train_loss 3.1542 | train_acc 0.0653 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 129/256 | train_loss 3.1836 | train_acc 0.0628 | lr 0.0000
[INFO] l2p.py:499 > Task 0 | Epoch 130/256 | train_loss 3.1885 | train_acc 0.0607 | lr 0.0000
